,Intensity
-7.86E-05,-0.44486275
2.18E-07,-0.42917647
9.60E-05,-0.4134902
0.00036601,-0.61741176
0.0008102,0.057098039
0.00142856,0.15905882
0.00222112,-2.0683922
0.00318787,-2.2566275
0.00432881,-3.3468235
0.00564393,-3.6213333
0.00713324,-3.6448627
0.00879674,-3.7076078
0.01063443,-3.5350588
0.01264631,-3.8611837
0.01483238,-3.4811416
0.01719263,-0.63022665
0.01972708,4.6445023
0.02243571,10.02932
0.02531853,6.8340295
0.02837554,4.1802004
0.03160674,7.8874402
0.03501213,2.7165332
0.0385917,-3.4893834
0.04234547,-3.4518781
0.04627342,2.8290491
0.05037556,1.3612412
0.05465189,0.30156101
0.05910241,0.71667522
0.06372712,0.25364265
0.06852602,-1.8875367
0.0734991,-1.1500001
0.07864638,5.3995857
0.08396784,9.4396523
0.08946349,4.0211799
0.09513333,-2.5656354
0.10097736,-3.6149112
0.10699557,-3.5188044
0.11318798,-3.5792757
0.11955457,-2.070835
0.12609535,0.088870671
0.13281032,0.85278249
0.13969948,-0.30458973
0.14676283,0.13832263
0.15400037,1.5697549
0.16141209,2.7661776
0.16899801,1.4138653
0.17675811,1.3167395
0.1846924,1.4630355
0.19280088,1.2958907
0.20108355,0.46236374
0.20954041,-1.3120551
0.21817145,-0.74893442
0.22697669,1.1164316
0.23595611,1.6801214
0.24510972,0.73821349
0.25443752,0.65149208
0.26393951,1.2552513
0.27361569,-0.42305776
0.28346605,-2.0383372
0.29349061,-1.9513712
0.30368935,-1.4405913
0.31406228,-1.8471738
0.3246094,-2.0652365
0.33533071,-0.62026946
0.34622621,-0.10050806
0.3572959,0.57640068
0.36853977,1.308496
0.37995783,0.6055817
0.39155009,0.68726575
0.40331653,0.69864614
0.41525716,1.4554092
0.42737197,2.0242215
0.43966098,2.2560635
0.45212418,2.4254449
0.46476156,1.740209
0.47757313,0.60819887
0.49055889,-0.099997283
0.50371884,-0.89418336
0.51705298,-1.35083
0.53056131,-1.3758194
0.54424382,-0.83581843
0.55810053,-0.37396422
0.57213142,0.13523339
0.5863365,0.58197049
0.60071577,0.87997256
0.61526923,1.5155141
0.62999688,1.2180069
0.64489871,1.187451
0.65997473,1.1702271
0.67522495,0.88631875
0.69064935,0.34356912
0.70624794,-0.29331593
0.72202072,-0.5223756
0.73796769,-0.79851186
0.75408884,-0.87074431
0.77038419,-0.45672003
0.78685372,-0.60741939
0.80349744,-0.47578357
0.82031535,-0.64220474
0.83730745,-0.87138877
0.85447374,-0.63784547
0.87181421,-0.43569248
0.88932888,0.12722705
0.90701773,0.35287392
0.92488077,0.57065988
0.942918,1.0080359
0.96112942,1.2022569
0.97951503,1.216068
0.99807483,1.5279006
1.0168088,1.4475585
1.035717,1.5475908
1.0547993,1.5456446
1.0740559,1.4260335
1.0934866,1.4083655
1.1130916,0.84950319
1.1328707,1.0984663
1.152824,0.93172533
1.1729515,0.81202544
1.1932532,0.93544503
1.213729,0.67453314
1.2343791,0.74301524
1.2552033,0.67814625
1.2762018,0.55835752
1.2973744,0.7052177
1.3187212,0.51480521
1.3402422,0.65378672
1.3619374,0.81627988
1.3838068,1.0571866
1.4058504,1.5019972
1.4280681,1.5311037
1.4504601,1.5131337
1.4730262,1.33044
1.4957665,1.061454
1.518681,0.84735218
1.5417697,0.38225223
1.5650326,0.36419334
1.5884697,0.14219511
1.612081,0.11625755
1.6358664,0.28638065
1.6598261,-0.061161066
1.6839599,0.30500494
1.7082679,0.35742769
1.7327501,0.2686562
1.7574065,0.45437675
1.7822371,0.27145208
1.8072419,0.51203906
1.8324209,0.32123573
1.857774,0.26374796
1.8833013,0.46506595
1.9090029,0.28205246
1.9348786,0.52255061
1.9609285,0.33950158
1.9871526,0.28976812
2.0135509,0.34982082
2.0401234,0.20593418
2.06687,0.34438272
2.0937909,0.34948016
2.1208859,0.23691277
2.1481551,0.34393546
2.1755985,0.19995999
2.2032161,0.29126088
2.2310079,0.3197989
2.2589739,0.3796917
2.2871141,0.54152753
2.3154285,0.54648284
2.343917,0.69259686
2.3725797,0.54849703
2.4014167,0.64751669
2.4304278,0.47200878
2.4596131,0.38275762
2.4889726,0.48956712
2.5185062,0.39243729
2.5482141,0.48352498
2.5780962,0.46479099
2.6081524,0.44603924
2.6383828,0.30962265
2.6687875,0.2986785
2.6993663,0.30340286
2.7301193,-0.091890549
2.7610465,0.15593553
2.7921478,-0.17664831
2.8234234,0.047612827
2.8548732,0.083620904
2.8864971,-0.013722117
2.9182952,0.12421121
2.9502676,0.33271501
2.9824141,0.1098285
3.0147348,0.16143402
3.0472296,0.29929629
3.0798987,0.10772902
3.112742,0.4651636
3.1457594,0.19512944
3.1789511,0.30939123
3.2123169,0.43932153
3.2458569,0.42021446
3.2795711,0.70697197
3.3134595,0.60939799
3.3475221,0.87259057
3.3817589,0.72792223
3.4161698,0.76362829
3.450755,0.84637541
3.4855143,0.67812437
3.5204478,0.80005164
3.5555556,0.63960821
3.5908375,0.62816661
3.6262936,0.91474647
3.6619238,0.56601444
3.6977283,0.88393132
3.733707,0.78614415
3.7698598,0.67265295
3.8061868,0.77090868
3.8426881,0.5632643
3.8793635,0.7242296
3.9162131,0.5636085
3.9532369,0.36375396
3.9904348,0.65015616
4.027807,0.40320726
4.0653534,0.38369157
4.1030739,0.41906008
4.1409686,0.36029318
4.1790376,0.38778302
4.2172807,0.24270608
4.255698,0.33290548
4.2942895,0.25053811
4.3330551,0.12109414
4.371995,0.31320103
4.411109,-0.012356896
4.4503973,0.15618506
4.4898597,0.1051014
4.5294963,-0.095019634
4.5693071,0.19895922
4.6092921,-0.032569895
4.6494513,0.10451068
4.6897847,-0.05646573
4.7302923,-0.13902853
4.770974,0.005841882
4.8118299,-0.21793292
4.8528601,0.028862745
4.8940644,-0.10609472
4.9354429,-0.11556885
4.9769956,0.008283479
5.0187225,-0.063949485
5.0606235,-0.018542256
5.1026988,-0.004514443
5.1449482,0.001663368
5.1873719,-0.086283335
5.2299697,-0.009531021
5.2727417,0.10643011
5.3156879,-0.005066598
5.3588083,0.12656708
5.4021029,0.054272322
5.4455717,-0.057244988
5.4892146,0.2233877
5.5330318,-0.013633538
5.5770231,0.1571815
5.6211886,0.16328378
5.6655283,0.090947828
5.7100422,0.23821285
5.7547303,-0.014528989
5.7995926,0.25036936
5.8446291,0.17016281
5.8898397,0.15269449
5.9352245,0.26070949
5.9807836,0.32165881
6.0265168,0.24926793
6.0724242,0.12981136
6.1185058,0.22995577
6.1647616,0.22028939
6.2111916,0.26551811
6.2577957,0.16172035
6.3045741,0.25399415
6.3515266,0.21292776
