,Intensity
-7.86E-05,-0.45678431
2.18E-07,-0.41756863
9.60E-05,-0.22933333
0.00036601,-0.44894118
0.0008102,-0.017568627
0.00142856,0.75105882
0.00222112,-2.3469804
0.00318787,-2.2842353
0.00432881,-3.1548235
0.00564393,-3.8450196
0.00713324,-3.8214902
0.00879674,-3.4842353
0.01063443,-3.8999216
0.01264631,-3.6617545
0.01483238,-3.5409858
0.01719263,-0.57290944
0.01972708,4.8424744
0.02243571,9.6071267
0.02531853,6.1837923
0.02837554,3.9214911
0.03160674,8.1221836
0.03501213,2.4015563
0.0385917,-3.8050968
0.04234547,-2.6389521
0.04627342,3.0921472
0.05037556,0.65878931
0.05465189,1.1825429
0.05910241,-0.050317433
0.06372712,-1.1339095
0.06852602,-1.9584292
0.0734991,-1.1591708
0.07864638,4.8481795
0.08396784,10.071465
0.08946349,4.6675478
0.09513333,-2.1635714
0.10097736,-3.7003242
0.10699557,-3.5505537
0.11318798,-3.6985738
0.11955457,-2.6934039
0.12609535,-0.85661271
0.13281032,0.13336838
0.13969948,-1.3783626
0.14676283,-0.1996487
0.15400037,2.3675492
0.16141209,3.1310743
0.16899801,2.3340638
0.17675811,2.4627922
0.1846924,1.6976517
0.19280088,1.4504071
0.20108355,0.019097424
0.20954041,-2.1570615
0.21817145,-1.4937561
0.22697669,0.42470012
0.23595611,1.4963462
0.24510972,0.8976528
0.25443752,1.2403846
0.26393951,2.375522
0.27361569,0.24031993
0.28346605,-1.2907118
0.29349061,-1.6920831
0.30368935,-1.999088
0.31406228,-2.6038834
0.3246094,-2.9182339
0.33533071,-1.2950808
0.34622621,-0.44030642
0.3572959,0.93236377
0.36853977,1.7013611
0.37995783,1.372568
0.39155009,1.3577491
0.40331653,1.0529829
0.41525716,1.3759164
0.42737197,1.6441967
0.43966098,1.6068434
0.45212418,1.7266015
0.46476156,1.2819025
0.47757313,0.40607971
0.49055889,0.15011349
0.50371884,-0.44285889
0.51705298,-0.56499429
0.53056131,-0.5064888
0.54424382,-0.30655809
0.55810053,0.13675861
0.57213142,0.023461303
0.5863365,0.043746072
0.60071577,0.44859331
0.61526923,0.58702261
0.62999688,0.71785753
