,Intensity
-7.86E-05,-0.54180392
2.18E-07,-0.68298039
9.60E-05,-0.32219608
0.00036601,-0.58886275
0.0008102,-0.54964706
0.00142856,0.91701961
0.00222112,-2.3065098
0.00318787,-2.7143529
0.00432881,-3.5927843
0.00564393,-4.2437647
0.00713324,-4.1888627
0.00879674,-4.0633725
0.01063443,-4.2359216
0.01264631,-3.9738509
0.01483238,-4.0879697
0.01719263,-0.88416033
0.01972708,7.2297341
0.02243571,10.253714
0.02531853,3.1446409
0.02837554,5.2436925
0.03160674,11.107731
0.03501213,-1.3887335
0.0385917,-4.1907992
0.04234547,0.31722002
0.04627342,4.6765008
0.05037556,1.0203765
0.05465189,0.1331607
0.05910241,-0.25181314
0.06372712,-2.0796431
0.06852602,-4.0326821
0.0734991,-2.0717145
0.07864638,7.991495
0.08396784,11.137339
0.08946349,4.15013
0.09513333,-1.613268
0.10097736,-4.011679
0.10699557,-4.0411815
0.11318798,-3.9527557
0.11955457,-2.2640488
0.12609535,-0.78682551
0.13281032,-2.1171642
0.13969948,-3.5648688
0.14676283,-0.65935108
0.15400037,2.4660556
0.16141209,3.7878219
0.16899801,3.1804575
0.17675811,3.8361194
0.1846924,3.6214741
0.19280088,2.0659335
0.20108355,-0.30501217
0.20954041,-3.2090101
0.21817145,-2.3793935
0.22697669,0.35638654
0.23595611,0.017937917
0.24510972,-0.22611192
0.25443752,1.734041
0.26393951,2.8160436
0.27361569,0.49440578
0.28346605,-1.2936175
0.29349061,-0.29704602
0.30368935,-1.8256835
0.31406228,-3.2128635
0.3246094,-3.2742721
0.33533071,-2.0334387
0.34622621,-1.4668341
0.3572959,0.43338506
0.36853977,1.9966304
0.37995783,1.3562354
0.39155009,1.6729842
0.40331653,2.0449161
0.41525716,1.9779134
0.42737197,2.083741
0.43966098,2.1114182
0.45212418,1.6687884
0.46476156,0.77153777
0.47757313,-0.21170625
0.49055889,-0.40251227
0.50371884,-1.0636254
0.51705298,-1.018575
0.53056131,-0.18892979
0.54424382,0.2253103
0.55810053,0.13787074
0.57213142,0.22326134
0.5863365,-0.13812575
0.60071577,0.073317318
0.61526923,0.16739446
0.62999688,0.15194882
0.64489871,0.29364706
0.65997473,0.72376972
0.67522495,0.83230932
0.69064935,0.54867761
0.70624794,0.44542362
0.72202072,-0.26176638
0.73796769,0.39573506
0.75408884,-0.099719119
0.77038419,-0.70499166
0.78685372,0.43089783
0.80349744,-1.2096977
0.82031535,-0.70128809
0.83730745,-0.54583408
0.85447374,-0.6413749
0.87181421,-0.63496938
0.88932888,0.069460908
0.90701773,0.53858264
0.92488077,0.23121935
0.942918,0.48070435
0.96112942,0.94193963
0.97951503,-0.063506208
0.99807483,0.61730803
1.0168088,0.41967645
1.035717,0.33183435
1.0547993,0.84005624
1.0740559,0.87767545
1.0934866,1.4015547
1.1130916,1.3058117
1.1328707,1.821819
1.152824,1.3887922
1.1729515,1.2851627
1.1932532,1.3540679
1.213729,1.2425664
1.2343791,0.80163869
1.2552033,0.73716715
1.2762018,1.1667988
1.2973744,0.99249447
1.3187212,0.92797961
1.3402422,1.1144307
1.3619374,0.9557693
1.3838068,0.89121111
1.4058504,0.98350123
1.4280681,1.0914632
1.4504601,1.4033323
1.4730262,1.1426379
1.4957665,0.7878114
1.518681,0.56630382
1.5417697,0.32909552
1.5650326,0.31148063
1.5884697,0.19189051
1.612081,0.056599676
1.6358664,0.30560813
1.6598261,-0.13559395
1.6839599,-0.012104574
1.7082679,0.17411545
1.7327501,0.030909276
1.7574065,0.5700416
1.7822371,0.37190458
1.8072419,0.37767468
1.8324209,0.66578329
1.857774,0.25583824
1.8833013,0.4262709
1.9090029,0.25943422
1.9348786,0.35140664
1.9609285,0.26297245
1.9871526,0.041190485
2.0135509,0.25076663
2.0401234,0.17013226
2.06687,0.2071305
2.0937909,0.27548685
2.1208859,0.19480915
2.1481551,0.24745035
2.1755985,0.12752808
2.2032161,0.29778745
2.2310079,0.34254219
2.2589739,0.39512562
2.2871141,0.42416519
2.3154285,0.32770013
2.343917,0.45082847
2.3725797,0.51119728
2.4014167,0.35194379
2.4304278,0.31816607
2.4596131,0.41770723
2.4889726,0.32899866
2.5185062,0.50694232
2.5482141,0.66134212
2.5780962,0.30592356
2.6081524,0.60931409
2.6383828,0.23033723
2.6687875,0.33762045
2.6993663,0.037046081
2.7301193,0.28547688
2.7610465,0.078991284
2.7921478,0.092099086
2.8234234,-0.028140886
2.8548732,0.32219294
2.8864971,-0.11964455
2.9182952,0.37183686
2.9502676,0.18095089
2.9824141,0.26456028
3.0147348,0.24619445
3.0472296,0.40036319
3.0798987,0.28000769
