,Intensity
-7.86E-05,-0.46337255
2.18E-07,-0.3692549
9.60E-05,-0.18886275
0.00036601,0.077803922
0.0008102,-0.43984314
0.00142856,1.1758431
0.00222112,-2.1182745
0.00318787,-2.5810196
0.00432881,-2.7692549
0.00564393,-4.0006275
0.00713324,-3.8986667
0.00879674,-3.9692549
0.01063443,-3.7182745
0.01264631,-3.6998247
0.01483238,-3.7360377
0.01719263,-0.55632509
0.01972708,5.0785287
0.02243571,9.5057787
0.02531853,6.1999346
0.02837554,3.8041336
0.03160674,7.8164151
0.03501213,2.6838378
0.0385917,-3.8759513
0.04234547,-3.2276579
0.04627342,3.5542081
0.05037556,1.4265094
0.05465189,-0.63036182
0.05910241,0.60712389
0.06372712,0.13504495
0.06852602,-2.6583634
0.0734991,-1.7574148
0.07864638,5.7398515
0.08396784,9.4569649
0.08946349,4.3664745
0.09513333,-1.594365
0.10097736,-3.7588867
0.10699557,-3.907483
0.11318798,-3.7656438
0.11955457,-2.7765066
0.12609535,-0.72830661
0.13281032,-0.78967127
0.13969948,-1.5723653
0.14676283,0.18635643
0.15400037,1.5845331
0.16141209,3.7986353
0.16899801,2.5149375
0.17675811,2.1648124
0.1846924,2.3874755
0.19280088,1.7084171
0.20108355,0.009990144
0.20954041,-2.1509427
0.21817145,-1.6763421
0.22697669,-0.04071795
0.23595611,1.0696553
0.24510972,0.96458146
0.25443752,0.8754332
0.26393951,2.3002497
0.27361569,0.92530545
0.28346605,-1.4846936
0.29349061,-1.5571986
0.30368935,-1.8490721
0.31406228,-2.7916867
0.3246094,-2.9968072
0.33533071,-1.5154139
0.34622621,-0.37103628
0.3572959,0.44416887
0.36853977,1.6125545
0.37995783,1.5105911
0.39155009,1.2520042
0.40331653,1.3465978
0.41525716,1.5355483
0.42737197,1.8502282
0.43966098,1.6788729
0.45212418,1.9861882
0.46476156,1.5251154
0.47757313,0.39761513
0.49055889,0.10956982
0.50371884,-0.36647152
0.51705298,-0.95992066
0.53056131,-0.8080325
0.54424382,-0.5147286
0.55810053,-0.48785211
0.57213142,-0.54701086
0.5863365,-0.37063623
0.60071577,0.15891883
0.61526923,0.28871316
0.62999688,0.58345264
0.64489871,0.8
0.65997473,0.94006259
0.67522495,1.1507005
0.69064935,0.68681583
0.70624794,0.50527118
0.72202072,0.14332151
0.73796769,-0.52452339
0.75408884,-0.17277331
0.77038419,-0.52691846
0.78685372,-0.52813529
0.80349744,-0.70975716
0.82031535,-0.19335268
0.83730745,-0.6730395
0.85447374,-0.9017588
0.87181421,-0.35402038
0.88932888,-0.30825561
0.90701773,-0.41936646
0.92488077,0.002843154
0.942918,0.072098723
0.96112942,0.0315375
0.97951503,0.21057125
0.99807483,0.86018037
1.0168088,0.99212955
1.035717,0.59857568
1.0547993,1.7579501
1.0740559,1.2545666
1.0934866,1.1590133
1.1130916,1.6908981
1.1328707,1.4698289
1.152824,1.3977665
1.1729515,1.2472597
1.1932532,1.1281127
1.213729,1.1736587
1.2343791,0.30938788
1.2552033,1.2254964
1.2762018,1.1298273
1.2973744,1.018459
1.3187212,1.5345289
1.3402422,0.67019371
1.3619374,0.74702215
1.3838068,0.59638674
1.4058504,0.58691493
1.4280681,1.134293
1.4504601,1.0385209
1.4730262,1.115285
1.4957665,0.86262449
1.518681,0.63348049
1.5417697,0.63961773
1.5650326,0.39476172
1.5884697,0.4793046
1.612081,0.16383461
1.6358664,0.16207724
1.6598261,-0.012242023
1.6839599,-0.037554544
1.7082679,0.18810046
