,Intensity
-7.86E-05,-0.36831373
2.18E-07,-0.39968627
9.60E-05,0.92580392
0.00036601,-0.67419608
0.0008102,-0.28203922
0.00142856,1.6552157
0.00222112,-2.4075294
0.00318787,-2.1408627
0.00432881,-3.0898824
0.00564393,-3.8741961
0.00713324,-4.0545882
0.00879674,-3.9134118
0.01063443,-4.0781176
0.01264631,-3.6124578
0.01483238,-4.0406632
0.01719263,-0.53920457
0.01972708,4.5389771
0.02243571,9.3115287
0.02531853,5.8882543
0.02837554,3.8064086
0.03160674,7.5208938
0.03501213,3.2826902
0.0385917,-4.0062415
0.04234547,-2.6909992
0.04627342,3.5421424
0.05037556,1.2500463
0.05465189,-0.23395439
0.05910241,0.30582672
0.06372712,0.030173904
0.06852602,-2.5197364
0.0734991,-1.7046884
0.07864638,5.4870826
0.08396784,9.3300862
0.08946349,5.1184403
0.09513333,-1.477267
0.10097736,-3.4844866
0.10699557,-3.4914539
0.11318798,-3.8118943
0.11955457,-2.4928666
0.12609535,-0.67946898
0.13281032,-0.90503466
0.13969948,-1.6323088
0.14676283,0.079885172
0.15400037,1.5884099
0.16141209,3.7403242
0.16899801,2.6768047
0.17675811,2.4919688
0.1846924,2.3073853
0.19280088,1.8877601
0.20108355,0.064465658
0.20954041,-2.1821058
0.21817145,-1.6754838
0.22697669,-0.34508001
0.23595611,1.0718507
0.24510972,0.79491604
0.25443752,0.816273
0.26393951,2.7359215
0.27361569,0.81268517
0.28346605,-1.1887302
0.29349061,-1.4251873
0.30368935,-1.8339411
0.31406228,-2.6345994
0.3246094,-3.1761818
0.33533071,-1.5998648
0.34622621,-0.49388371
0.3572959,0.17313409
0.36853977,1.797267
0.37995783,1.4922405
0.39155009,1.3521722
0.40331653,1.4711799
0.41525716,1.6924006
0.42737197,2.0001483
0.43966098,1.547364
0.45212418,1.9889497
0.46476156,1.4660818
0.47757313,0.1513095
0.49055889,0.27208364
0.50371884,-0.58728201
0.51705298,-0.79541492
0.53056131,-0.68956997
0.54424382,-0.41876679
0.55810053,-0.2653583
0.57213142,-0.52738373
0.5863365,-0.13817641
0.60071577,-0.12518731
0.61526923,0.37432865
0.62999688,0.70939109
0.64489871,0.59764706
0.65997473,1.2853803
0.67522495,0.60837923
0.69064935,0.96664381
0.70624794,0.51703679
0.72202072,-0.12083397
0.73796769,-0.1077528
0.75408884,-0.47901381
0.77038419,-0.63069543
0.78685372,-0.74318982
0.80349744,-0.10277149
0.82031535,-0.49767573
0.83730745,-1.0651574
0.85447374,0.32811669
0.87181421,-0.82765723
0.88932888,-0.89326353
0.90701773,0.38227818
0.92488077,0.018575757
0.942918,-0.47064532
0.96112942,0.067556125
0.97951503,0.40965068
0.99807483,0.014461887
1.0168088,-0.004284778
1.035717,1.569097
1.0547993,1.0953914
1.0740559,1.4373437
1.0934866,2.1165224
1.1130916,1.9486139
1.1328707,1.6395004
1.152824,1.13428
1.1729515,1.4211881
1.1932532,0.96296964
1.213729,0.81060509
1.2343791,0.97978071
1.2552033,1.1332416
1.2762018,0.62000736
1.2973744,0.96164663
1.3187212,0.82482608
1.3402422,0.95464373
1.3619374,0.94325646
1.3838068,1.4259584
1.4058504,0.89686714
1.4280681,0.99519842
1.4504601,0.91310909
1.4730262,0.79177562
1.4957665,0.67825683
1.518681,0.54118018
1.5417697,0.67074173
1.5650326,0.21988268
1.5884697,0.10625007
1.612081,0.25925567
1.6358664,0.12203673
1.6598261,-0.023053794
1.6839599,0.27888605
1.7082679,0.063150375
1.7327501,0.33366076
1.7574065,0.27473092
1.7822371,0.13734125
1.8072419,0.2665898
1.8324209,0.38012361
1.857774,0.37598191
1.8833013,0.44239999
1.9090029,0.2107504
1.9348786,0.3476998
1.9609285,0.10815016
1.9871526,0.03327795
2.0135509,0.052494929
2.0401234,-0.077336156
2.06687,0.00456901
2.0937909,-0.10963271
2.1208859,0.027117504
2.1481551,-0.008709755
2.1755985,0.12798355
2.2032161,0.099942516
2.2310079,0.25226518
2.2589739,0.13004959
2.2871141,0.17251143
2.3154285,0.35612128
2.343917,0.11617326
2.3725797,0.32325561
2.4014167,0.27148598
2.4304278,0.23537416
2.4596131,0.39531233
2.4889726,0.19443772
2.5185062,0.33863269
2.5482141,0.18476
2.5780962,0.11713336
2.6081524,0.13575277
2.6383828,0.02885353
2.6687875,0.05525917
2.6993663,-0.098755803
2.7301193,-0.033191389
2.7610465,0.008815158
2.7921478,-0.21587342
2.8234234,0.014311514
2.8548732,-0.17906142
2.8864971,0.11381169
2.9182952,-0.22863776
2.9502676,-0.21033136
2.9824141,0.019711293
3.0147348,-0.31498039
3.0472296,-0.20423918
3.0798987,-0.10133607
3.112742,-0.23372206
3.1457594,0.66134795
3.1789511,-0.21612603
3.2123169,0.31816973
3.2458569,0.34266658
3.2795711,-0.056360956
3.3134595,0.1485381
3.3475221,0.43187356
3.3817589,0.55835129
3.4161698,-0.13085222
3.450755,0.66230223
3.4855143,0.43585386
3.5204478,0.052547771
3.5555556,0.7202271
3.5908375,0.51732321
3.6262936,0.56540475
3.6619238,0.36251091
3.6977283,0.496877
3.733707,0.795954
3.7698598,0.24013406
3.8061868,0.90784856
3.8426881,0.61870534
3.8793635,0.28250832
3.9162131,0.66004181
3.9532369,0.48071758
3.9904348,0.62296701
4.027807,0.31816263
4.0653534,0.40552014
4.1030739,0.78307876
4.1409686,-0.078573292
4.1790376,0.63625027
4.2172807,0.2216671
4.255698,-0.036048307
4.2942895,0.25526092
4.3330551,-0.018130713
4.371995,0.19475719
4.411109,-0.047251844
4.4503973,0.13427356
4.4898597,0.017764769
4.5294963,0.018908064
4.5693071,0.067115206
4.6092921,0.021209725
4.6494513,-0.079592692
4.6897847,-0.070586163
4.7302923,-0.17922167
4.770974,-0.091773719
4.8118299,-0.13765408
4.8528601,-0.07372549
4.8940644,0.0576871
4.9354429,-0.12463392
4.9769956,0.061664391
5.0187225,0.036189877
5.0606235,-0.044194718
5.1026988,0.016589038
5.1449482,0.022462713
5.1873719,-0.050103104
5.2299697,0.1596759
5.2727417,-0.11682773
5.3156879,-0.02471202
5.3588083,-0.011035806
5.4021029,-0.036583399
5.4455717,0.055507947
5.4892146,0.1319049
5.5330318,0.020058437
5.5770231,0.088596012
5.6211886,0.13359606
5.6655283,0.13937229
5.7100422,0.121611
5.7547303,0.26854747
5.7995926,0.19586797
5.8446291,0.083964671
5.8898397,0.35636698
5.9352245,0.056212142
5.9807836,0.34428448
6.0265168,0.22450556
6.0724242,0.10471853
6.1185058,0.42413906
6.1647616,-0.032919122
6.2111916,0.50609301
6.2577957,0.20588134
6.3045741,0.12526939
6.3515266,0.44464932
6.3986533,0.042452501
6.4459543,0.22063972
6.4934294,0.31254431
6.5410787,-0.066147454
6.5889021,0.28456443
6.6368998,-0.078457303
6.6850717,0.34282657
6.7334177,-0.075113358
6.781938,0.27556604
6.8306324,0.35957066
6.879501,-0.14466814
6.9285438,0.42559474
6.9777608,0.15663382
7.027152,0.17786086
7.0767174,0.3716288
7.1264569,0.079114103
7.1763707,0.32776776
7.2264586,0.19209957
7.2767207,0.10348209
7.327157,0.35995453
7.3777675,0.051712959
7.4285522,0.24542406
7.4795111,0.16461723
7.5306442,0.25635131
7.5819514,-0.05192274
7.6334329,0.094697056
7.6850885,0.39032834
7.7369183,-0.074832811
7.7889223,0.32274302
7.8411005,0.15560484
7.8934529,0.019831098
7.9459795,0.26836296
7.9986802,-0.16546624
8.0515552,0.24775526
8.1046043,-0.091972531
8.1578277,0.14868371
8.2112252,0.21678282
8.2647969,-0.17787129
8.3185428,0.2117802
8.3724629,-0.057399959
8.4265572,0.10478431
8.4808256,-0.15377338
8.5352683,-0.012330214
8.5898851,0.082054979
8.6446761,-0.23140211
8.6996413,0.019847532
8.7547808,-0.15243138
8.8100943,-0.026670227
8.8655821,-0.11267292
8.9212441,-0.12808653
8.9770803,-0.049381643
9.0330906,-0.21381315
9.0892751,-0.00961636
9.1456339,-0.15835989
9.2021668,-0.12671041
9.2588739,-0.071530663
9.3157552,-0.12615399
9.3728107,-0.047443121
9.4300403,-0.10990787
9.4874442,0.023706657
9.5450222,-0.015226978
9.6027745,-0.20317937
9.6607009,0.10298674
9.7188015,-0.13202276
9.7770763,0.032968584
9.8355253,0.19796078
9.8941485,-0.084569285
9.9529458,0.056429531
10.011917,0.032721939
10.071063,-0.053731278
10.130383,0.032363999
10.189877,0.13414502
10.249545,-0.007211733
10.309388,0.18868589
10.369405,0.078700626
10.429596,0.047146213
10.489961,0.14108147
10.5505,0.03109463
10.611213,0.24267589
10.672101,0.07778604
10.733163,0.069758406
10.794399,0.21859299
10.855809,0.17919176
10.917393,0.029986073
10.979152,0.21019163
11.041085,0.10020058
11.103192,0.20981685
11.165473,0.15472671
11.227928,0.13100859
11.290558,0.224937
11.353361,0.02866881
11.416339,0.14612558
11.479491,0.16162105
11.542818,0.059468923
11.606318,0.20045353
11.669993,0.12182977
11.733841,0.11379371
11.797864,0.19203164
11.862062,0.066347475
11.926433,0.026937292
11.990979,-0.15364989
12.055698,0.23831143
12.120592,-0.26384543
12.185661,0.033997182
12.250903,0.11223143
12.316319,0.24536711
12.38191,-0.35090951
12.447675,0.31555845
12.513614,0.23692785
12.579727,-0.26523269
12.646015,-0.022295724
12.712477,0.39318974
12.779112,-0.24230572
12.845923,-0.22682131
12.912907,0.41611356
12.980065,-0.21938348
13.047398,-0.1725281
13.114905,0.43903264
13.182586,-0.12587774
13.250441,-0.12608276
13.31847,0.030574435
13.386674,-0.071592424
13.455051,-0.024740202
13.523603,-0.32298654
13.592329,0.22582541
13.66123,-0.15085336
13.730304,-0.19812089
13.799553,0.24088557
13.868976,-0.10442223
13.938573,0.01301454
14.008344,0.11476451
14.07829,-0.19917231
