,Intensity
-7.86E-05,-0.31466667
2.18E-07,-0.3225098
9.60E-05,-0.18133333
0.00036601,-0.23623529
0.0008102,0.78337255
0.00142856,0.25003922
0.00222112,-2.3852549
0.00318787,-1.9225098
0.00432881,-3.1774118
0.00564393,-3.820549
0.00713324,-3.6715294
0.00879674,-3.7342745
0.01063443,-3.6401569
0.01264631,-3.8568858
0.01483238,-3.5086596
0.01719263,-0.43077233
0.01972708,4.1924622
0.02243571,9.3022205
0.02531853,5.6357575
0.02837554,3.6401319
0.03160674,7.6604419
0.03501213,2.2535502
0.0385917,-3.6236805
0.04234547,-2.9751717
0.04627342,4.3794686
0.05037556,2.236319
0.05465189,-0.18893427
0.05910241,0.57821857
0.06372712,0.78875791
0.06852602,-2.3573162
0.0734991,0.34783928
0.07864638,7.3669695
0.08396784,8.9432118
0.08946349,3.2020563
0.09513333,-2.711399
0.10097736,-3.6128404
0.10699557,-3.6434442
0.11318798,-3.6424263
0.11955457,-2.2921395
0.12609535,-0.72199554
0.13281032,-0.72022981
0.13969948,-0.69468541
0.14676283,0.75071608
0.15400037,1.7806806
0.16141209,2.9520708
0.16899801,1.8335142
0.17675811,1.2799127
0.1846924,2.2324428
0.19280088,2.259732
0.20108355,-0.23037658
0.20954041,-2.6731771
0.21817145,-1.6333754
0.22697669,0.31647942
0.23595611,1.9607012
0.24510972,1.7385055
0.25443752,1.0067552
0.26393951,1.5772149
0.27361569,0.29694354
0.28346605,-1.688961
0.29349061,-1.5255966
0.30368935,-1.6913948
0.31406228,-2.790277
0.3246094,-3.0418511
0.33533071,-1.3559211
0.34622621,0.14986601
0.3572959,0.80884357
0.36853977,1.844541
0.37995783,1.7118602
0.39155009,1.5715855
0.40331653,2.0119522
0.41525716,2.3976663
0.42737197,2.4306884
0.43966098,2.3776852
0.45212418,2.1759117
0.46476156,1.8175248
0.47757313,0.94958312
0.49055889,0.08189074
0.50371884,-0.58947396
0.51705298,-1.6292168
0.53056131,-1.3040046
0.54424382,-0.90795485
0.55810053,-0.59008722
0.57213142,-0.37393112
0.5863365,-0.33791792
0.60071577,0.23167787
0.61526923,0.53485625
0.62999688,0.95593095
0.64489871,1.2047059
0.65997473,1.164074
0.67522495,1.1704845
0.69064935,0.85531005
0.70624794,0.10874668
0.72202072,0.068049309
0.73796769,-0.41188012
0.75408884,-0.36633571
0.77038419,-0.53257237
0.78685372,-0.58117833
0.80349744,-0.30038889
0.82031535,-0.14510602
0.83730745,-0.96238852
0.85447374,-0.15615798
0.87181421,-0.74602223
0.88932888,-0.61433422
0.90701773,-0.31795668
0.92488077,-0.037281789
0.942918,-0.21152522
0.96112942,-0.072059521
0.97951503,0.67915452
0.99807483,0.88917573
1.0168088,0.87957273
1.035717,1.5758357
1.0547993,1.911298
1.0740559,1.7683126
1.0934866,1.6253108
1.1130916,1.6391554
1.1328707,1.5902385
1.152824,1.1177759
1.1729515,1.2021597
1.1932532,1.2473113
1.213729,0.91597608
1.2343791,1.0316833
1.2552033,1.0140408
1.2762018,1.1610878
1.2973744,0.96302043
1.3187212,1.0237602
1.3402422,0.93546404
1.3619374,0.86283776
1.3838068,0.87646964
1.4058504,0.88224201
1.4280681,0.98995881
1.4504601,1.2780514
1.4730262,1.1818139
1.4957665,1.0149718
1.518681,0.91870157
1.5417697,0.85378753
1.5650326,0.56140614
1.5884697,0.32391036
1.612081,0.13345703
1.6358664,0.15475205
1.6598261,0.019167955
1.6839599,-0.006628578
1.7082679,0.16363696
1.7327501,0.31819985
1.7574065,0.44137384
1.7822371,0.3841393
1.8072419,0.50728056
1.8324209,0.47354271
1.857774,0.49469046
1.8833013,0.47660615
1.9090029,0.34085843
1.9348786,0.19725121
1.9609285,0.2183335
1.9871526,0.066850412
2.0135509,0.18201763
2.0401234,0.14030573
2.06687,0.35740101
2.0937909,0.20585247
2.1208859,0.35232678
2.1481551,0.55368669
2.1755985,0.26875572
2.2032161,0.30537702
2.2310079,0.44394274
2.2589739,0.17464896
2.2871141,0.47788784
2.3154285,0.34973781
2.343917,0.48039494
2.3725797,0.45417296
2.4014167,0.45930717
2.4304278,0.54285639
2.4596131,0.47736963
2.4889726,0.47461162
2.5185062,0.37771959
2.5482141,0.54747786
2.5780962,0.32506291
2.6081524,0.3143963
2.6383828,0.37430157
2.6687875,0.20673949
2.6993663,0.24308261
2.7301193,0.23235055
2.7610465,-0.037221401
2.7921478,0.31279813
2.8234234,-0.003865379
2.8548732,0.1735724
2.8864971,0.13922911
2.9182952,0.10486946
2.9502676,0.21166992
2.9824141,-0.003114619
3.0147348,0.32326095
3.0472296,0.2574633
3.0798987,0.16027673
3.112742,0.58072086
3.1457594,0.12271726
3.1789511,0.2999914
3.2123169,0.27332762
3.2458569,0.66233375
3.2795711,0.42387253
3.3134595,0.14617927
3.3475221,0.73905787
3.3817589,0.40642992
3.4161698,0.3875111
3.450755,0.79210532
3.4855143,0.74962435
3.5204478,0.60516624
3.5555556,0.54696628
3.5908375,0.95933819
3.6262936,0.81483099
3.6619238,0.45854272
3.6977283,0.98851259
3.733707,0.49101513
3.7698598,0.76212875
3.8061868,0.78224561
3.8426881,0.7788167
3.8793635,0.72046947
3.9162131,0.56014509
3.9532369,0.76843179
3.9904348,0.59238841
4.027807,0.4869169
4.0653534,0.59319373
4.1030739,0.35435617
4.1409686,0.42922772
4.1790376,0.32369076
4.2172807,0.28872567
4.255698,0.355705
4.2942895,0.17168757
4.3330551,0.30922241
4.371995,0.078113439
4.411109,0.16071359
4.4503973,0.10996405
4.4898597,0.043511865
4.5294963,0.079004104
4.5693071,-0.089441589
4.6092921,0.14993949
4.6494513,-0.057754613
4.6897847,-0.15566116
4.7302923,0.13857279
4.770974,-0.20250374
4.8118299,0.15444259
4.8528601,-0.029803922
4.8940644,-0.078725613
4.9354429,0.15469776
4.9769956,-0.17659262
5.0187225,0.072501278
5.0606235,-0.19605976
5.1026988,-0.033256118
5.1449482,-0.035166236
5.1873719,-0.060613642
5.2299697,0.11000951
5.2727417,-0.088002666
5.3156879,0.098291008
5.3588083,0.002223867
5.4021029,-0.054635463
5.4455717,0.0924189
5.4892146,-0.066416965
5.5330318,0.19042557
5.5770231,0.078632778
5.6211886,-0.00179534
5.6655283,0.30208239
5.7100422,0.056932642
5.7547303,0.27452011
5.7995926,0.22543304
5.8446291,0.09006359
5.8898397,0.3625294
5.9352245,0.038908899
5.9807836,0.29567268
6.0265168,0.37203643
6.0724242,0.009176623
6.1185058,0.39140698
6.1647616,0.083433376
6.2111916,0.30878523
6.2577957,0.27530569
6.3045741,0.11632807
6.3515266,0.41224454
6.3986533,0.041486464
6.4459543,0.36091659
6.4934294,0.1234761
6.5410787,0.27034146
6.5889021,0.23680679
6.6368998,0.09346032
6.6850717,0.31873343
6.7334177,0.40282219
6.781938,-0.17976359
6.8306324,0.50823099
6.879501,-0.00378231
6.9285438,0.25282397
6.9777608,0.17216747
7.027152,0.4915031
7.0767174,0.065732813
7.1264569,0.15760171
7.1763707,0.28083528
7.2264586,0.20013941
7.2767207,0.08806311
7.327157,0.32892011
7.3777675,0.33447513
7.4285522,0.049826183
7.4795111,0.2357576
7.5306442,0.31972036
7.5819514,-0.027697306
7.6334329,0.15821049
7.6850885,0.20293393
7.7369183,0.18490441
7.7889223,0.18255328
7.8411005,0.17235114
7.8934529,0.20919995
7.9459795,-0.044155197
7.9986802,0.12601119
8.0515552,0.20205206
8.1046043,-0.043483569
8.1578277,0.14234547
8.2112252,0.069343108
8.2647969,-0.11347105
8.3185428,0.017432403
8.3724629,0.077739747
8.4265572,-0.010980392
8.4808256,-0.011161646
8.5352683,0.12198985
8.5898851,-0.20760433
8.6446761,-0.003865761
8.6996413,-0.035421891
8.7547808,-0.1924688
8.8100943,0.097542535
8.8655821,-0.15362318
8.9212441,-0.13812282
8.9770803,-0.020662249
9.0330906,-0.22477089
9.0892751,-0.044566386
9.1456339,-0.099656582
9.2021668,-0.029257164
9.2588739,-0.029446562
9.3157552,-0.11591105
9.3728107,-0.021983968
9.4300403,-0.10060649
9.4874442,-0.1400139
9.5450222,-0.061774833
9.6027745,0.01646365
9.6607009,-0.01510237
9.7188015,0.055291812
9.7770763,0.031567766
9.8355253,-0.047058824
9.8941485,0.007869518
9.9529458,-0.062692258
10.011917,0.062824476
10.071063,0.015792268
10.130383,0.023662099
10.189877,0.12564966
10.249545,0.12567651
10.309388,-0.007629896
10.369405,0.10220103
10.429596,-0.007575802
10.489961,0.008137637
10.5505,0.1807139
10.611213,0.008192201
10.672101,0.18861176
10.733163,0.12589414
10.794399,0.094549146
10.855809,0.15732188
10.917393,0.04754567
10.979152,0.27502444
11.041085,0.18093467
11.103192,0.086844967
11.165473,0.11824554
11.227928,0.24376384
11.290558,0.047713596
