,Intensity
-7.86E-05,-0.33505882
2.18E-07,-0.2252549
9.60E-05,-0.13898039
0.00036601,-0.40564706
0.0008102,0.41788235
0.00142856,0.41003922
0.00222112,-2.4683922
0.00318787,-2.1468235
0.00432881,-3.2056471
0.00564393,-3.7938824
0.00713324,-3.7938824
0.00879674,-3.8095686
0.01063443,-3.8095686
0.01264631,-3.8696637
0.01483238,-3.7256077
0.01719263,-0.10681254
0.01972708,4.2965258
0.02243571,9.3902897
0.02531853,5.856832
0.02837554,3.821643
0.03160674,7.5749188
0.03501213,2.6068553
0.0385917,-3.7649003
0.04234547,-3.0227009
0.04627342,4.5197279
0.05037556,2.3682685
0.05465189,-0.21433406
0.05910241,0.47388109
0.06372712,0.26820804
0.06852602,-2.6823336
0.0734991,-0.05617524
0.07864638,6.8839381
0.08396784,9.2987906
0.08946349,3.6981863
0.09513333,-2.2865022
0.10097736,-3.737628
0.10699557,-3.7061714
0.11318798,-3.7137011
0.11955457,-2.6543346
0.12609535,-0.9516015
0.13281032,-1.1153056
0.13969948,-1.1454469
0.14676283,0.65209223
0.15400037,1.6890765
0.16141209,3.5419764
0.16899801,2.5794195
0.17675811,1.8131705
0.1846924,2.7883275
0.19280088,2.1872432
0.20108355,-0.35086649
0.20954041,-2.676982
0.21817145,-2.195025
0.22697669,0.10676928
0.23595611,1.6009499
0.24510972,1.6992815
0.25443752,1.3272543
0.26393951,1.9044762
0.27361569,1.1485942
0.28346605,-1.301176
0.29349061,-1.5624815
0.30368935,-1.392185
0.31406228,-3.0569532
0.3246094,-3.2626684
0.33533071,-1.6093307
0.34622621,-0.5126262
0.3572959,0.85097437
0.36853977,1.8461769
0.37995783,2.0729815
0.39155009,1.8294272
0.40331653,2.1037495
0.41525716,2.5273208
0.42737197,2.2687686
0.43966098,2.0967203
0.45212418,1.8072544
0.46476156,1.6121357
0.47757313,0.42116788
0.49055889,-0.040158685
0.50371884,-0.58753032
0.51705298,-1.5033
0.53056131,-0.96001665
0.54424382,-0.69885682
0.55810053,-0.40609501
0.57213142,-0.12879003
0.5863365,-0.59635365
0.60071577,0.12846903
0.61526923,0.22607017
0.62999688,0.65331252
0.64489871,1.174902
0.65997473,1.0245662
0.67522495,1.4153916
0.69064935,0.87286852
0.70624794,0.47934984
0.72202072,0.25052183
0.73796769,-0.24498805
0.75408884,-0.25423864
0.77038419,-0.74977893
0.78685372,-0.42964817
0.80349744,-0.41541496
0.82031535,-1.0835499
0.83730745,-0.1203275
0.85447374,-0.2943752
0.87181421,-1.1507911
0.88932888,0.24375827
0.90701773,-0.040138984
0.92488077,-0.18287497
0.942918,-0.29425362
0.96112942,0.65317606
0.97951503,0.016276798
0.99807483,0.20289174
1.0168088,1.2443934
1.035717,1.4388211
1.0547993,0.84107671
1.0740559,2.0393955
1.0934866,2.1239737
1.1130916,1.2124581
1.1328707,1.6028882
1.152824,1.6246756
1.1729515,0.99546742
1.1932532,0.93879304
1.213729,1.086025
1.2343791,0.61363395
1.2552033,0.65887473
1.2762018,0.91586501
1.2973744,1.2120558
1.3187212,0.72391759
1.3402422,1.0985093
1.3619374,1.143674
1.3838068,0.66333338
1.4058504,0.92023242
1.4280681,1.0673123
1.4504601,1.0339849
1.4730262,1.0712304
1.4957665,1.0143431
1.518681,1.0437152
1.5417697,0.60248374
1.5650326,0.60829593
1.5884697,0.53566154
1.612081,0.11007077
1.6358664,0.29622949
1.6598261,0.019627909
1.6839599,-0.045224173
1.7082679,0.16441834
1.7327501,0.10737898
1.7574065,0.29346167
1.7822371,0.18933307
1.8072419,0.45381672
1.8324209,0.62416751
1.857774,0.44156192
1.8833013,0.4863921
1.9090029,0.39787374
1.9348786,0.35639899
1.9609285,0.29137963
1.9871526,0.02242349
2.0135509,0.18482469
2.0401234,0.17466167
2.06687,-0.000222447
2.0937909,0.4915449
2.1208859,0.31663037
2.1481551,0.29856338
2.1755985,0.36675569
2.2032161,0.36434456
2.2310079,0.29132998
2.2589739,0.31241785
2.2871141,0.38054933
2.3154285,0.32317541
2.343917,0.48539412
2.3725797,0.27897017
2.4014167,0.38625651
2.4304278,0.36803745
2.4596131,0.42039141
2.4889726,0.55900467
2.5185062,0.33681842
2.5482141,0.56951891
2.5780962,0.35514538
2.6081524,0.48585468
2.6383828,0.22439191
2.6687875,0.22958059
2.6993663,0.17200898
2.7301193,-0.10518569
2.7610465,0.19015345
2.7921478,-0.071385359
2.8234234,0.23176651
2.8548732,0.18196199
2.8864971,0.17920109
2.9182952,0.20779753
2.9502676,0.12657484
2.9824141,0.084552627
3.0147348,0.49741717
3.0472296,0.039678271
3.0798987,0.61721828
3.112742,0.06533132
3.1457594,0.61146837
3.1789511,0.30268825
3.2123169,0.21350076
3.2458569,0.79096473
3.2795711,0.45076644
3.3134595,0.30663137
3.3475221,0.78208894
3.3817589,0.63008032
3.4161698,0.21923296
3.450755,0.71033118
3.4855143,0.80141419
3.5204478,0.39052121
3.5555556,0.5207895
3.5908375,1.2784936
3.6262936,0.42833927
3.6619238,0.61346389
3.6977283,0.93190664
3.733707,0.54445183
3.7698598,0.65109945
3.8061868,0.78910442
3.8426881,0.6996432
3.8793635,0.54742168
3.9162131,0.59910652
3.9532369,0.77626634
3.9904348,0.48282273
4.027807,0.51877567
4.0653534,0.60177222
4.1030739,0.39455749
4.1409686,0.35203344
4.1790376,0.39576869
4.2172807,0.27478285
4.255698,0.13809552
4.2942895,0.22100083
4.3330551,0.25683212
4.371995,0.06519721
4.411109,0.11668435
4.4503973,0.11325432
4.4898597,0.086279678
4.5294963,0.051446687
4.5693071,-0.022617198
4.6092921,0.13859783
4.6494513,-0.029614118
4.6897847,-0.12725304
4.7302923,-0.020985594
4.770974,-0.071596104
4.8118299,-0.020261036
4.8528601,0.007529412
4.8940644,-0.064809557
4.9354429,-0.011665732
4.9769956,-0.013431268
5.0187225,-0.054419891
5.0606235,-0.064043367
5.1026988,-0.097203655
5.1449482,0.034334537
5.1873719,-0.030213102
5.2299697,0.11699656
5.2727417,-0.041683526
5.3156879,0.034923101
5.3588083,0.040934092
5.4021029,0.02340827
5.4455717,0.013718185
