,Intensity
-7.86E-05,-0.4294902
2.18E-07,-0.20203922
9.60E-05,-0.20203922
0.00036601,-0.75890196
0.0008102,1.068549
0.00142856,0.35482353
0.00222112,-2.358902
0.00318787,-1.5432157
0.00432881,-2.9706667
0.00564393,-3.6687059
0.00713324,-3.6373333
0.00879674,-3.449098
0.01063443,-3.4177255
0.01264631,-3.7363217
0.01483238,-3.3566212
0.01719263,-0.19234976
0.01972708,3.309434
0.02243571,9.2193182
0.02531853,5.3569108
0.02837554,3.4163294
0.03160674,7.3112994
0.03501213,2.5477033
0.0385917,-3.6274002
0.04234547,-3.0022464
0.04627342,4.2741453
0.05037556,2.4684413
0.05465189,-0.21543669
0.05910241,0.3480015
0.06372712,0.38620686
0.06852602,-2.4145461
0.0734991,-0.17974762
0.07864638,6.2043278
0.08396784,9.176896
0.08946349,3.4203097
0.09513333,-2.2968036
0.10097736,-3.4567967
0.10699557,-3.5184933
0.11318798,-3.5093443
0.11955457,-2.5430752
0.12609535,-1.1059605
0.13281032,-1.2293728
0.13969948,-1.3446845
0.14676283,0.61084931
0.15400037,1.6176209
0.16141209,3.0481792
0.16899801,2.2358577
0.17675811,1.7845778
0.1846924,2.5570847
0.19280088,2.2239666
0.20108355,-0.14810986
0.20954041,-2.7630662
0.21817145,-2.3424711
0.22697669,-0.13338328
0.23595611,1.4641972
0.24510972,1.7051722
0.25443752,1.052287
0.26393951,1.9526002
0.27361569,0.92375912
0.28346605,-1.0930599
0.29349061,-1.242955
0.30368935,-1.4867103
0.31406228,-2.7811887
0.3246094,-3.0322724
0.33533071,-1.5968243
0.34622621,-0.31798159
0.3572959,0.65523614
0.36853977,1.9424367
0.37995783,1.8730319
0.39155009,1.8666295
0.40331653,2.0095041
0.41525716,2.5761655
0.42737197,2.3195548
0.43966098,1.9063388
0.45212418,1.9718114
0.46476156,1.4100904
0.47757313,0.5898033
0.49055889,-0.010618642
0.50371884,-0.57941068
0.51705298,-1.1950042
0.53056131,-1.0730854
0.54424382,-0.31561521
0.55810053,-0.27161311
0.57213142,-0.20382425
0.5863365,-0.31617019
0.60071577,-0.036101914
0.61526923,0.29912568
0.62999688,0.57186554
0.64489871,1.0487843
0.65997473,0.98456453
0.67522495,1.0693473
0.69064935,0.99725033
0.70624794,0.2114108
0.72202072,0.19418169
0.73796769,-0.27796642
0.75408884,-0.38934726
0.77038419,-0.5791765
0.78685372,-0.71412083
0.80349744,-0.34712141
0.82031535,-0.93700177
0.83730745,-0.48376192
0.85447374,-0.22661753
0.87181421,-0.65184313
0.88932888,0.083698552
0.90701773,0.097654565
0.92488077,-0.17860254
0.942918,0.22747626
0.96112942,0.13942038
0.97951503,0.28664157
0.99807483,0.26913984
1.0168088,1.2320132
1.035717,1.4968304
1.0547993,1.5106501
1.0740559,2.0970018
1.0934866,1.7735325
1.1130916,1.7167128
1.1328707,1.6912487
1.152824,1.4147871
1.1729515,1.2951713
1.1932532,1.1598521
1.213729,1.0402022
1.2343791,0.62249598
1.2552033,0.72241981
1.2762018,1.1438952
1.2973744,0.92221636
1.3187212,1.1711087
1.3402422,1.2082193
1.3619374,1.2453128
1.3838068,0.93729126
1.4058504,0.69984092
1.4280681,1.058452
1.4504601,0.9778303
1.4730262,1.0069955
1.4957665,0.98908486
1.518681,0.86919638
1.5417697,0.64733008
1.5650326,0.59015263
1.5884697,0.47021304
1.612081,0.41300151
1.6358664,0.23812588
1.6598261,0.22009596
1.6839599,0.12361762
1.7082679,0.19967127
1.7327501,0.22080592
1.7574065,0.25760981
1.7822371,0.24733783
1.8072419,0.43312725
1.8324209,0.56399766
1.857774,0.54583143
1.8833013,0.55902071
1.9090029,0.43101648
1.9348786,0.404956
1.9609285,0.23770201
1.9871526,-0.039372942
2.0135509,0.10706448
2.0401234,0.049563294
2.06687,0.10969213
2.0937909,0.2482353
