,Intensity
-7.86E-05,-0.4665098
2.18E-07,-0.3174902
9.60E-05,-0.37239216
0.00036601,-0.53709804
0.0008102,-0.035137255
0.00142856,0.56878431
0.00222112,-2.537098
0.00318787,-1.9567059
0.00432881,-3.2586667
0.00564393,-3.6508235
0.00713324,-3.5488627
0.00879674,-3.4233725
0.01063443,-3.6586667
0.01264631,-3.5221648
0.01483238,-3.46382
0.01719263,-0.9816715
0.01972708,4.1909474
0.02243571,8.9559976
0.02531853,6.231126
0.02837554,3.7967248
0.03160674,7.3861273
0.03501213,2.8581571
0.0385917,-3.5362054
0.04234547,-2.9342152
0.04627342,4.5386376
0.05037556,2.0431373
0.05465189,-0.32659853
0.05910241,0.88825373
0.06372712,0.57396855
0.06852602,-2.0851403
0.0734991,0.17367215
0.07864638,7.2406021
0.08396784,8.9352574
0.08946349,3.4615595
0.09513333,-2.411864
0.10097736,-3.4222681
0.10699557,-3.4833782
0.11318798,-3.4344101
0.11955457,-2.428305
0.12609535,-0.81800389
0.13281032,-0.493703
0.13969948,-0.87501013
0.14676283,0.7518002
0.15400037,1.6337868
0.16141209,3.0180086
0.16899801,1.7907399
0.17675811,1.2539417
0.1846924,2.4115354
0.19280088,2.1262662
0.20108355,-0.15872861
0.20954041,-2.5454099
0.21817145,-2.0298561
0.22697669,0.37616811
0.23595611,2.0138392
0.24510972,1.7537454
0.25443752,1.1802005
0.26393951,1.4461455
0.27361569,0.50452177
0.28346605,-1.6995727
0.29349061,-1.8406478
0.30368935,-1.3383113
0.31406228,-2.7964848
0.3246094,-2.9367369
0.33533071,-1.319852
0.34622621,-0.071320098
0.3572959,0.95787824
0.36853977,1.7206842
0.37995783,1.9582744
0.39155009,1.6863349
0.40331653,1.885258
0.41525716,2.6413182
0.42737197,2.3152998
0.43966098,2.2875949
0.45212418,2.1189879
0.46476156,1.8957532
0.47757313,0.77083211
0.49055889,-0.07146173
0.50371884,-0.62328516
0.51705298,-1.7160107
0.53056131,-1.5927757
0.54424382,-0.76338399
0.55810053,-0.54548266
0.57213142,-0.24887562
0.5863365,-0.39905308
0.60071577,0.28241635
0.61526923,0.68965029
0.62999688,0.94029582
0.64489871,1.5755294
0.65997473,1.3308028
0.67522495,1.2115481
0.69064935,0.92756908
0.70624794,0.23572858
0.72202072,-0.15024793
0.73796769,-0.29310555
0.75408884,-0.41245212
0.77038419,-0.68083666
0.78685372,-0.54923956
0.80349744,-0.51962161
0.82031535,-0.62335536
0.83730745,-0.65651923
0.85447374,0.094612256
0.87181421,-0.79349031
0.88932888,-0.48945437
0.90701773,0.47338674
0.92488077,-0.61084935
0.942918,-0.34608418
0.96112942,0.93827046
0.97951503,0.54417537
0.99807483,0.15790505
1.0168088,1.2853419
1.035717,1.8480544
1.0547993,1.28918
1.0740559,1.6244048
1.0934866,2.4380427
1.1130916,1.3065642
1.1328707,1.3515379
1.152824,1.8592383
1.1729515,0.79044975
1.1932532,0.72556443
1.213729,1.4685039
1.2343791,0.95652301
1.2552033,0.67197475
1.2762018,0.9913297
1.2973744,1.3812545
1.3187212,0.46135706
1.3402422,0.89046084
1.3619374,1.30386
1.3838068,0.79959371
1.4058504,1.0482502
1.4280681,1.2341433
1.4504601,1.2788416
1.4730262,1.2058744
1.4957665,1.140732
1.518681,1.1618457
1.5417697,0.50843128
1.5650326,0.56872398
1.5884697,0.35448851
1.612081,0.006901344
1.6358664,0.16909974
1.6598261,-0.060877094
1.6839599,0.1483434
1.7082679,0.21636905
1.7327501,0.26084694
1.7574065,0.61903195
1.7822371,0.45955153
1.8072419,0.37064099
1.8324209,0.54053562
1.857774,0.57707855
1.8833013,0.51948547
1.9090029,0.32069755
1.9348786,0.38855794
1.9609285,0.14267448
1.9871526,0.092851083
2.0135509,0.21555834
2.0401234,0.31471783
2.06687,0.28052562
2.0937909,0.34043269
2.1208859,0.36110571
2.1481551,0.29548586
2.1755985,0.27690648
2.2032161,0.35242637
2.2310079,0.34165339
2.2589739,0.19752872
2.2871141,0.42985627
2.3154285,0.37196938
2.343917,0.55720138
2.3725797,0.47574835
2.4014167,0.5511397
2.4304278,0.64219897
2.4596131,0.4665732
2.4889726,0.45563495
2.5185062,0.40546266
2.5482141,0.40233082
2.5780962,0.38349435
2.6081524,0.41169834
2.6383828,0.29086435
2.6687875,0.31118848
2.6993663,0.080513844
2.7301193,0.18707575
2.7610465,0.1681291
2.7921478,0.11779153
2.8234234,0.16939639
2.8548732,-0.13195829
2.8864971,0.18627651
2.9182952,0.10449294
2.9502676,-0.024367813
2.9824141,0.2310668
3.0147348,0.28256147
3.0472296,0.10658681
3.0798987,-0.006661122
3.112742,0.38987651
3.1457594,0.40992518
3.1789511,0.58681824
3.2123169,0.19898705
3.2458569,0.66603946
3.2795711,0.61542645
3.3134595,0.11773625
3.3475221,0.61610612
3.3817589,1.0830851
3.4161698,0.37357509
3.450755,0.5424781
3.4855143,0.88391178
3.5204478,0.77042512
3.5555556,0.41378285
3.5908375,0.93555359
3.6262936,1.0808354
3.6619238,0.26923606
3.6977283,0.71252034
3.733707,1.1793157
3.7698598,0.28138675
3.8061868,0.66187084
3.8426881,0.95606205
3.8793635,0.49729373
3.9162131,0.64242862
3.9532369,0.76401572
3.9904348,0.60323153
4.027807,0.4502721
4.0653534,0.40709824
4.1030739,0.63057268
4.1409686,0.21873464
4.1790376,0.37158412
4.2172807,0.41461131
4.255698,0.1752672
4.2942895,0.21041453
4.3330551,0.25338664
4.371995,0.14732077
4.411109,0.11182477
4.4503973,0.13121238
4.4898597,0.17411103
4.5294963,0.044442296
4.5693071,0.048088535
4.6092921,-0.042401236
4.6494513,0.0082671
4.6897847,-0.16853391
4.7302923,0.070332997
4.770974,-0.067289051
4.8118299,-0.055909854
4.8528601,-0.005333333
4.8940644,0.024357209
4.9354429,0.038354366
4.9769956,-0.19079284
5.0187225,0.042797937
5.0606235,0.009714939
5.1026988,-0.18808105
5.1449482,0.194508
5.1873719,-0.026831621
5.2299697,-0.083472473
5.2727417,0.087330545
5.3156879,-0.063442175
5.3588083,-0.041672987
5.4021029,0.04283419
5.4455717,-0.045214764
5.4892146,0.13339584
5.5330318,0.045332662
5.5770231,-0.003521937
5.6211886,0.20643988
5.6655283,-0.085566193
5.7100422,0.24202846
5.7547303,0.11471405
5.7995926,0.22268664
5.8446291,0.15025997
5.8898397,0.29743403
5.9352245,0.24852254
5.9807836,0.23881963
6.0265168,0.2683253
6.0724242,0.20370621
6.1185058,0.27241334
6.1647616,0.12150552
6.2111916,0.25294353
6.2577957,0.23535482
6.3045741,0.19422959
6.3515266,0.23937176
6.3986533,0.43352642
6.4459543,0.078654369
6.4934294,0.46103011
6.5410787,-0.18405225
6.5889021,0.38654457
6.6368998,-0.062473577
6.6850717,0.084579601
6.7334177,0.35711586
6.781938,0.36297835
6.8306324,-0.093911372
6.879501,0.5237016
6.9285438,0.2236604
6.9777608,0.22165131
7.027152,0.03139981
7.0767174,0.53133728
7.1264569,0.14499313
7.1763707,-0.092338524
7.2264586,0.60365605
7.2767207,0.11532978
7.327157,-0.12202321
7.3777675,0.41708729
7.4285522,0.32089655
7.4795111,-0.049811098
7.5306442,0.12065061
7.5819514,0.44012482
7.6334329,-0.2129571
7.6850885,-0.034673588
7.7369183,0.44164203
7.7889223,-0.04675534
7.8411005,0.17856567
7.8934529,0.20780113
7.9459795,0.17428439
7.9986802,0.01527034
8.0515552,0.091543297
8.1046043,0.14427973
8.1578277,-0.13240271
8.2112252,0.02228029
8.2647969,0.17695618
8.3185428,-0.029159359
8.3724629,-0.070576124
8.4265572,0.099764706
8.4808256,-0.033906968
8.5352683,-0.049932669
8.5898851,-0.073802594
8.6446761,0.035659729
8.6996413,-0.050957465
8.7547808,-0.004242412
8.8100943,-0.12223433
8.8655821,-0.03630576
8.9212441,-0.083711613
8.9770803,-0.17033424
9.0330906,0.06461068
9.0892751,-0.16319059
9.1456339,-0.030208626
9.2021668,-0.01487481
9.2588739,-0.077973453
9.3157552,-0.12538691
9.3728107,-0.070840662
9.4300403,0.022920182
9.4874442,-0.11077104
9.5450222,-0.09544374
9.6027745,0.053215808
9.6607009,-0.17459632
9.7188015,0.17798262
9.7770763,-0.10473363
9.8355253,0.043921569
9.8941485,0.051764706
9.9529458,-0.12078431
10.011917,0.13019608
10.071063,-0.026666667
10.130383,0.1145098
10.189877,0.098823529
10.249545,-0.042352941
10.309388,0.12235294
10.369405,-0.042352941
10.429596,0.06745098
10.489961,0.20078431
10.5505,-0.018823529
10.611213,0.22431373
10.672101,0.036078431
10.733163,0.14588235
10.794399,0.18509804
10.855809,0.13803922
10.917393,0.27921569
10.979152,0.075294118
11.041085,0.18509804
11.103192,0.06745098
11.165473,0.18509804
11.227928,0.21647059
11.290558,0.043921569
11.353361,0.31058824
11.416339,-0.010980392
11.479491,0.31843137
11.542818,-0.097254902
11.606318,0.20078431
11.669993,0.16941176
11.733841,-0.4345098
11.797864,0.34196078
11.862062,0.23215686
11.926433,-0.46588235
11.990979,0.5772549
12.055698,0.29490196
12.120592,-0.27764706
12.185661,0.10666667
12.250903,0.27137255
12.316319,-0.026666667
12.38191,-0.20705882
12.447675,0.37333333
12.513614,0.004705882
12.579727,-0.16784314
12.646015,0.27137255
12.712477,0.10666667
12.779112,-0.10509804
12.845923,-0.042352941
12.912907,0.27137255
12.980065,-0.21490196
13.047398,-0.2227451
13.114905,0.35764706
13.182586,-0.23058824
13.250441,0.083137255
13.31847,0.020392157
13.386674,-0.18352941
13.455051,0.12235294
13.523603,-0.2854902
13.592329,0.18509804
13.66123,-0.050196078
13.730304,-0.097254902
13.799553,0.20862745
13.868976,-0.17568627
13.938573,0.06745098
14.008344,-0.20705882
14.07829,-0.050196078
14.148409,-0.12862745
14.218703,-0.042352941
14.289171,0.1145098
14.359813,-0.14431373
14.43063,-0.010980392
14.50162,-0.042352941
14.572785,-0.026666667
14.644124,-0.07372549
14.715637,-0.026666667
14.787324,0.10122837
14.859186,-0.037556466
14.931221,0.082469009
15.003431,0.014245976
15.075815,0.016597964
15.148374,0.058152424
15.221106,-0.1042279
15.294013,0.10984915
15.367094,0.010187499
15.440349,-0.050271682
15.513778,-0.000940156
15.587381,0.11896639
15.661159,-0.067022628
15.735111,0.045014354
15.809237,-0.070412859
15.883537,0.072970244
15.958011,0.020261701
16.03266,0.022441905
16.107482,0.12656968
16.182479,-0.18500204
16.25765,0.06027578
16.332996,0.085932538
16.408515,-0.10018862
16.484209,0.027402492
16.560077,0.12360784
16.636119,-0.11849274
16.712335,0.000157423
16.788725,0.01681325
16.86529,-0.13127036
16.942029,0.01865168
17.018942,-0.18440101
17.096029,-0.018859807
17.17329,0.013314505
17.250726,-0.24474082
17.328335,-0.047927739
17.406119,-0.14918743
17.484077,-0.023029705
17.56221,-0.02239573
