,Intensity
-7.86E-05,-0.59231373
2.18E-07,-0.57662745
9.60E-05,-0.15309804
0.00036601,-0.72564706
0.0008102,0.2547451
0.00142856,0.44298039
0.00222112,-2.3334902
0.00318787,-2.1374118
0.00432881,-3.1648627
0.00564393,-3.7452549
0.00713324,-3.4393725
0.00879674,-3.5256471
0.01063443,-3.5883922
0.01264631,-3.5377578
0.01483238,-3.6985786
0.01719263,-1.0747761
0.01972708,4.121885
0.02243571,9.6796399
0.02531853,5.6455476
0.02837554,3.1725491
0.03160674,8.7469191
0.03501213,2.7765006
0.0385917,-3.6563535
0.04234547,-2.8261529
0.04627342,4.3023965
0.05037556,1.7685104
0.05465189,-0.60820346
0.05910241,0.67029425
0.06372712,1.1412584
0.06852602,-2.7560954
0.0734991,-0.40215914
0.07864638,7.857969
0.08396784,8.879191
0.08946349,3.0928795
0.09513333,-2.5990049
0.10097736,-3.4827365
0.10699557,-3.4406684
0.11318798,-3.4453495
0.11955457,-2.0536426
0.12609535,-0.3322144
0.13281032,-0.26537858
0.13969948,-1.1394097
0.14676283,0.5907904
0.15400037,1.7095353
0.16141209,2.8207467
0.16899801,1.3048166
0.17675811,0.80096081
0.1846924,2.0307479
0.19280088,2.1079034
0.20108355,-0.12051386
0.20954041,-2.3799941
0.21817145,-1.6744589
0.22697669,1.0235427
0.23595611,1.9963637
0.24510972,1.2753766
0.25443752,0.78215006
0.26393951,1.3637429
0.27361569,0.16525314
0.28346605,-2.0446918
0.29349061,-1.5798173
0.30368935,-1.1695352
0.31406228,-2.7511004
0.3246094,-2.6617678
0.33533071,-0.94859621
0.34622621,0.035473171
0.3572959,0.94142075
0.36853977,1.6986583
0.37995783,1.460127
0.39155009,1.1042581
0.40331653,1.4075224
0.41525716,1.8914884
0.42737197,2.0149797
0.43966098,2.0132903
0.45212418,1.9413223
0.46476156,1.7049579
0.47757313,0.5277267
0.49055889,-0.029587138
0.50371884,-0.86110121
0.51705298,-1.6687763
0.53056131,-1.1506516
0.54424382,-0.49888406
0.55810053,0.074761708
0.57213142,0.12322685
0.5863365,0.3288643
0.60071577,0.75441917
0.61526923,1.0077346
0.62999688,1.3241047
0.64489871,1.2956863
0.65997473,1.1745984
0.67522495,0.65347086
0.69064935,0.19504862
0.70624794,-0.82027612
0.72202072,-0.65132689
0.73796769,-1.0079076
0.75408884,-1.1762928
0.77038419,-0.4349138
0.78685372,-0.689653
0.80349744,-0.39541234
0.82031535,-0.2816036
0.83730745,-0.050187556
0.85447374,-0.24234068
0.87181421,-0.011004139
0.88932888,0.25950833
0.90701773,0.36527516
0.92488077,0.36904145
0.942918,0.72570917
0.96112942,0.65096458
0.97951503,0.72519984
0.99807483,1.1680228
1.0168088,1.1794335
1.035717,0.87707887
1.0547993,1.1864492
1.0740559,1.2447994
1.0934866,0.82467853
1.1130916,1.1653022
1.1328707,0.90980764
1.152824,0.96799884
1.1729515,0.67320911
1.1932532,0.77837962
1.213729,0.89135351
1.2343791,0.6984053
1.2552033,1.172084
1.2762018,1.2457229
1.2973744,1.0448123
1.3187212,1.0007247
1.3402422,1.0193424
1.3619374,0.91243018
1.3838068,0.97018408
1.4058504,1.3808394
1.4280681,1.5561608
1.4504601,1.4569327
1.4730262,1.2949198
1.4957665,0.95247488
1.518681,0.52371573
1.5417697,0.33021095
1.5650326,0.16803897
1.5884697,-0.033388458
1.612081,-0.19563995
1.6358664,-0.0834214
1.6598261,-0.13594848
1.6839599,-0.008123164
1.7082679,0.1824075
1.7327501,0.23172194
1.7574065,0.56334956
1.7822371,0.39297664
1.8072419,0.45785809
1.8324209,0.53054292
1.857774,0.31299192
1.8833013,0.30716587
1.9090029,0.16012359
1.9348786,0.1699043
1.9609285,0.15611585
