,Intensity
-7.86E-05,-0.67419608
2.18E-07,-0.46243137
9.60E-05,-0.24282353
0.00036601,-0.53301961
0.0008102,0.65913725
0.00142856,0.33756863
0.00222112,-2.611451
0.00318787,-2.0075294
0.00432881,-3.2702745
0.00564393,-3.7173333
0.00713324,-3.5447843
0.00879674,-3.3643922
0.01063443,-3.756549
0.01264631,-3.6039131
0.01483238,-3.6391994
0.01719263,-0.38005489
0.01972708,4.0872458
0.02243571,9.488193
0.02531853,5.4071003
0.02837554,3.2008305
0.03160674,7.9046777
0.03501213,2.4598185
0.0385917,-3.7062963
0.04234547,-2.7583725
0.04627342,5.0996683
0.05037556,1.6246889
0.05465189,-0.65782059
0.05910241,0.17370854
0.06372712,0.49574686
0.06852602,-3.3387645
0.0734991,-0.49060975
0.07864638,7.8088385
0.08396784,8.9478155
0.08946349,3.2400467
0.09513333,-2.2399579
0.10097736,-3.5392573
0.10699557,-3.4029495
0.11318798,-3.4937795
0.11955457,-2.2666494
0.12609535,-1.6117552
0.13281032,-1.2781166
0.13969948,-1.297106
0.14676283,0.088139286
0.15400037,1.8658545
0.16141209,3.3615299
0.16899801,2.3320282
0.17675811,1.8048003
0.1846924,2.6582778
0.19280088,2.2571663
0.20108355,-0.75539669
0.20954041,-2.9049015
0.21817145,-2.1913482
0.22697669,0.13820458
0.23595611,1.2759136
0.24510972,1.3080533
0.25443752,1.2463885
0.26393951,1.7811152
0.27361569,1.1475275
0.28346605,-1.4543745
0.29349061,-1.2245908
0.30368935,-1.3631215
0.31406228,-2.9444763
0.3246094,-3.0039495
0.33533071,-1.7297761
0.34622621,-0.21215247
0.3572959,0.82735293
0.36853977,1.9534459
0.37995783,1.989656
0.39155009,1.7830419
0.40331653,1.8512506
0.41525716,2.3276157
0.42737197,1.8788036
0.43966098,1.5479517
0.45212418,1.6723148
0.46476156,1.1303244
0.47757313,0.008254942
0.49055889,-0.14095241
0.50371884,-0.72906235
0.51705298,-1.2462709
0.53056131,-0.6572841
0.54424382,0.081035464
0.55810053,0.32555048
0.57213142,0.17822173
0.5863365,0.32140216
0.60071577,0.37077805
0.61526923,0.6871337
0.62999688,0.86262599
0.64489871,1.1639216
0.65997473,1.0838694
0.67522495,0.70575928
0.69064935,0.70410102
0.70624794,-0.3799289
0.72202072,-0.58554618
0.73796769,-0.5402018
0.75408884,-0.887033
0.77038419,-1.069177
0.78685372,-0.59251629
0.80349744,-0.57861936
0.82031535,-0.86278037
0.83730745,-0.35480325
0.85447374,0.37276299
0.87181421,-0.099689492
0.88932888,0.55725106
0.90701773,0.90829053
0.92488077,0.67107598
0.942918,0.61423486
0.96112942,0.65149267
0.97951503,1.0808886
0.99807483,0.45144228
1.0168088,0.85727136
1.035717,1.1924935
1.0547993,0.81397136
1.0740559,1.3060188
1.0934866,1.7117729
1.1130916,1.3645672
1.1328707,1.1663623
1.152824,1.0544133
1.1729515,1.0208768
1.1932532,0.46183148
1.213729,0.48315956
1.2343791,0.85741009
1.2552033,0.94928895
1.2762018,1.1980118
1.2973744,1.2427944
1.3187212,1.1385387
1.3402422,1.2617152
1.3619374,1.0868337
1.3838068,1.335463
1.4058504,1.5683872
1.4280681,1.6130574
1.4504601,1.4067285
1.4730262,0.95724366
1.4957665,0.75872045
1.518681,0.74057066
1.5417697,0.4165198
1.5650326,0.43754825
1.5884697,0.31738151
1.612081,0.032490149
1.6358664,0.084834969
1.6598261,-0.074603645
1.6839599,0.087507642
1.7082679,0.28097275
1.7327501,0.2783407
1.7574065,0.47176836
1.7822371,0.59458905
1.8072419,0.63111651
1.8324209,0.62056642
1.857774,0.50019368
1.8833013,0.66999829
1.9090029,0.40841162
1.9348786,0.3507278
1.9609285,0.44204485
1.9871526,-0.007833287
2.0135509,0.23246592
2.0401234,0.10411896
2.06687,0.12477287
2.0937909,0.37285904
2.1208859,0.19739707
2.1481551,0.45328892
2.1755985,0.34837774
2.2032161,0.38462429
2.2310079,0.68751879
2.2589739,0.41784554
2.2871141,0.68933003
2.3154285,0.56863893
2.343917,0.51851734
2.3725797,0.6722986
2.4014167,0.56723759
2.4304278,0.57196179
2.4596131,0.60019666
2.4889726,0.52645203
2.5185062,0.54680632
2.5482141,0.50439678
2.5780962,0.23451753
2.6081524,0.3097176
2.6383828,0.055487175
2.6687875,0.26398312
2.6993663,-0.013814168
2.7301193,0.022095305
2.7610465,-0.083190418
2.7921478,0.07032866
2.8234234,0.20814274
2.8548732,0.14985966
2.8864971,0.22489118
2.9182952,0.23715888
2.9502676,-0.080003906
2.9824141,0.4498734
3.0147348,0.1640457
3.0472296,0.39584634
3.0798987,0.36096159
3.112742,0.22409732
3.1457594,0.51858687
3.1789511,0.25619496
3.2123169,0.56633333
3.2458569,0.47645298
3.2795711,0.70027939
3.3134595,0.44565571
3.3475221,0.59885643
3.3817589,0.6422345
3.4161698,0.64637817
3.450755,0.78383644
3.4855143,0.64676617
3.5204478,0.73712817
3.5555556,0.6941381
3.5908375,0.84720773
3.6262936,0.72574884
3.6619238,0.69838886
3.6977283,0.89846114
3.733707,0.5102794
3.7698598,0.63188285
3.8061868,0.62013425
3.8426881,0.57699436
3.8793635,0.65932595
3.9162131,0.43575646
3.9532369,0.63569765
3.9904348,0.57679659
4.027807,0.46297483
4.0653534,0.59227161
4.1030739,0.23527515
4.1409686,0.6861031
4.1790376,0.43887311
4.2172807,0.25436949
4.255698,0.45416086
4.2942895,0.17550214
4.3330551,0.37525607
4.371995,0.19852067
4.411109,0.16294303
4.4503973,0.30773881
4.4898597,0.060359004
4.5294963,0.009038902
4.5693071,0.05181772
4.6092921,0.031832714
4.6494513,-0.027386706
4.6897847,-0.11015426
4.7302923,-0.11450918
4.770974,-0.15025536
4.8118299,0.033587563
4.8528601,-0.13552941
4.8940644,-0.13738143
4.9354429,0.033307747
4.9769956,-0.062677575
5.0187225,-0.017494255
5.0606235,0.01199496
5.1026988,0.080692033
5.1449482,0.000361669
5.1873719,0.014141123
5.2299697,0.051442159
5.2727417,-0.12302934
5.3156879,0.13386388
5.3588083,-0.11121151
5.4021029,0.082920951
5.4455717,0.12802598
5.4892146,-0.022955256
5.5330318,0.22605568
5.5770231,0.13780389
5.6211886,0.11228936
5.6655283,0.18088465
5.7100422,-0.001508276
5.7547303,0.20040469
5.7995926,0.23760395
5.8446291,0.015971844
5.8898397,0.26492015
5.9352245,0.2158214
5.9807836,0.25298934
6.0265168,0.1960318
